Date,Open,High,Low,Close,Adj Close,Volume
02/01/2020,61.599998,61.599998,60.639999,61.18,61.18,486873
03/01/2020,61.18,64.089996,61.130001,63.049999,63.049999,885861
05/01/2020,null,null,null,null,null,null
06/01/2020,63.709999,64.720001,62.639999,63.27,63.27,724236
07/01/2020,62.91,63.150002,62.110001,62.700001,62.700001,582649
08/01/2020,62.84,65.650002,59.150002,59.610001,59.610001,1205710
09/01/2020,59.990002,60.310001,58.66,59.560001,59.560001,750933
10/01/2020,59.610001,59.779999,58.849998,59.040001,59.040001,596186
12/01/2020,null,null,null,null,null,null
13/01/2020,59.040001,59.27,57.91,58.080002,58.080002,584002
14/01/2020,58.029999,58.720001,57.720001,58.23,58.23,507714
15/01/2020,58.200001,58.360001,57.360001,57.810001,57.810001,433169
16/01/2020,58.099998,58.869999,57.560001,58.52,58.52,182871
17/01/2020,58.59,58.98,58.27,58.540001,58.540001,122561
19/01/2020,null,null,null,null,null,null
21/01/2020,59.169998,59.73,57.68,58.34,58.34,648335
22/01/2020,58.259998,58.380001,56.029999,56.740002,56.740002,620119
23/01/2020,56.110001,56.27,54.77,55.59,55.59,703995
24/01/2020,55.689999,55.950001,53.849998,54.189999,54.189999,586195
26/01/2020,null,null,null,null,null,null
27/01/2020,53.700001,53.709999,52.130001,53.139999,53.139999,712880
28/01/2020,52.77,54.060001,52.68,53.48,53.48,633963
29/01/2020,53.970001,54.369999,52.810001,53.330002,53.330002,624979
30/01/2020,53.09,53.200001,51.66,52.139999,52.139999,720123
31/01/2020,52.919998,53.360001,50.970001,51.560001,51.560001,827907
02/02/2020,null,null,null,null,null,null
03/02/2020,51.009998,51.970001,49.799999,50.110001,50.110001,876044
04/02/2020,49.939999,51.549999,49.310001,49.610001,49.610001,859357
05/02/2020,49.509998,51.880001,49.470001,50.75,50.75,887946
06/02/2020,51.169998,52.200001,50.240002,50.950001,50.950001,750659
07/02/2020,51.110001,51.48,50.09,50.32,50.32,768345
09/02/2020,null,null,null,null,null,null
10/02/2020,50.119999,50.490002,49.419998,49.57,49.57,715894
11/02/2020,49.610001,50.689999,49.580002,49.939999,49.939999,725733
12/02/2020,49.959999,51.73,49.950001,51.169998,51.169998,795256
13/02/2020,51.720001,51.959999,50.599998,51.419998,51.419998,745400
14/02/2020,51.509998,52.34,51.32,52.049999,52.049999,607343
16/02/2020,null,null,null,null,null,null
18/02/2020,52.23,52.41,50.880001,52.049999,52.049999,221774
19/02/2020,52.119999,53.66,51.93,53.290001,53.290001,113683
20/02/2020,53.5,54.5,53.220001,53.779999,53.779999,676179
21/02/2020,53.740002,53.860001,52.549999,53.380001,53.380001,707555
23/02/2020,null,null,null,null,null,null
24/02/2020,52.599998,52.639999,50.450001,51.43,51.43,765515
25/02/2020,51.369999,52.02,49.689999,49.900002,49.900002,764989
26/02/2020,50.080002,50.439999,48.299999,48.73,48.73,884482
27/02/2020,48.630001,48.779999,45.880001,47.09,47.09,1011915
28/02/2020,46.490002,47.029999,43.849998,44.759998,44.759998,1101659
01/03/2020,null,null,null,null,null,null
02/03/2020,43.700001,47.560001,43.32,46.75,46.75,949471
03/03/2020,47.720001,48.66,46.470001,47.18,47.18,1011933
04/03/2020,46.939999,48.41,46.650002,46.779999,46.779999,745856
05/03/2020,47.130001,47.57,45.650002,45.900002,45.900002,704591
06/03/2020,46.09,46.380001,41.049999,41.279999,41.279999,1276180
08/03/2020,32.869999,33.59,30,32.5,32.5,9423555
09/03/2020,32.869999,34.880001,27.34,31.129999,31.129999,1774383
10/03/2020,30.370001,35.02,30.200001,34.360001,34.360001,1064632
11/03/2020,34.619999,36.349998,32.560001,32.98,32.98,874646
12/03/2020,33.07,33.630001,30.02,31.5,31.5,1025036
13/03/2020,30.77,33.869999,30.33,31.73,31.73,743129
15/03/2020,33.75,33.75,29.75,30.389999,30.389999,3617072
16/03/2020,33.75,33.75,28.1,28.700001,28.700001,698829
17/03/2020,28.690001,30.299999,26.629999,26.950001,26.950001,545820
18/03/2020,26.940001,27.219999,20.059999,20.370001,20.370001,309481
19/03/2020,22.299999,27.709999,21.360001,25.219999,25.219999,136722
20/03/2020,24.73,27.889999,19.459999,22.43,22.43,1133808
22/03/2020,22.52,23.07,20.799999,21.35,21.35,3444774
23/03/2020,22.52,24.07,20.799999,23.360001,23.360001,852951
24/03/2020,23.870001,25.16,23.09,24.01,24.01,659697
25/03/2020,24.370001,25.24,22.91,24.49,24.49,618725
26/03/2020,24.25,24.65,22.379999,22.6,22.6,633877
27/03/2020,23.290001,23.440001,20.879999,21.51,21.51,603124
29/03/2020,20.93,20.93,19.92,20.35,20.35,3163583
30/03/2020,20.93,20.93,19.27,20.09,20.09,758711
31/03/2020,20.23,21.889999,20.01,20.48,20.48,660082
01/04/2020,20.1,21.549999,19.9,20.309999,20.309999,703286
02/04/2020,21.219999,27.389999,20.76,25.32,25.32,1095972
03/04/2020,24.809999,29.129999,23.52,28.34,28.34,1007577
05/04/2020,null,null,null,null,null,null
06/04/2020,26.09,28.24,25.280001,26.08,26.08,752710
07/04/2020,26.34,27.24,23.540001,23.629999,23.629999,797707
08/04/2020,24.299999,26.450001,23.74,25.09,25.09,823554
09/04/2020,26.280001,28.360001,22.57,22.76,22.76,1122149
12/04/2020,24.6,24.74,22.030001,23.129999,23.129999,4624660
13/04/2020,24.6,24.74,22.030001,22.41,22.41,775120
14/04/2020,22.360001,23.08,19.950001,20.110001,20.110001,785478
15/04/2020,20.719999,20.889999,19.200001,19.870001,19.870001,544797
16/04/2020,20.15,20.530001,19.42,19.870001,19.870001,350942
17/04/2020,20,20.219999,17.309999,18.27,18.27,240628
19/04/2020,17.48,17.58,16.93,16.99,16.99,341851
20/04/2020,17.73,17.85,-40.32,-37.630001,-37.630001,247947
21/04/2020,-14,13.86,-16.74,10.01,10.01,2288230
22/04/2020,13.12,16.18,10.26,13.78,13.78,1235218
23/04/2020,14.2,18.26,13.35,16.5,16.5,833584
24/04/2020,16.780001,17.969999,15.64,16.940001,16.940001,600220
26/04/2020,16.459999,16.790001,16.440001,16.559999,16.559999,906406
27/04/2020,16.84,16.98,11.88,12.78,12.78,623201
28/04/2020,12.96,13.69,10.07,12.34,12.34,897087
29/04/2020,13.35,16.780001,12.67,15.06,15.06,554134
30/04/2020,15.64,19.440001,15.45,18.84,18.84,545344
01/05/2020,19.040001,20.48,18.07,19.780001,19.780001,403201
03/05/2020,19.35,19.530001,18.5,18.629999,18.629999,1028390
04/05/2020,19.110001,21.42,18.049999,20.389999,20.389999,311488
05/05/2020,21.24,25.49,21.129999,24.559999,24.559999,387240
06/05/2020,25.52,26.08,22.58,23.99,23.99,381165
07/05/2020,24.09,26.74,22.940001,23.549999,23.549999,310261
08/05/2020,23.35,24.99,23.26,24.74,24.74,205181
10/05/2020,24.5,24.75,24.129999,24.67,24.67,324949
11/05/2020,24.49,25.58,23.67,24.139999,24.139999,179591
12/05/2020,24.49,26.23,24.219999,25.780001,25.780001,212335
13/05/2020,25.299999,26.450001,24.790001,25.290001,25.290001,150864
14/05/2020,25.559999,27.959999,25.18,27.559999,27.559999,160507
15/05/2020,27.639999,29.92,27.24,29.43,29.43,108016
17/05/2020,29.530001,30.32,29.530001,30.26,30.26,43749
18/05/2020,29.530001,33.32,29.530001,31.82,31.82,89376
19/05/2020,32.830002,33.439999,31.34,32.5,32.5,430823
20/05/2020,31.889999,33.779999,31.559999,33.490002,33.490002,406431
21/05/2020,33.529999,34.66,33.259998,33.919998,33.919998,372814
22/05/2020,33.950001,34,30.719999,33.25,33.25,429036
24/05/2020,33.060001,33.09,32.790001,32.93,32.93,523787
26/05/2020,33.299999,34.810001,32.48,34.349998,34.349998,466737
27/05/2020,34.139999,34.32,31.75,32.810001,32.810001,415246
28/05/2020,32.099998,34.209999,31.139999,33.709999,33.709999,440168
29/05/2020,33.68,35.77,32.360001,35.490002,35.490002,443647
31/05/2020,35.209999,35.439999,35.209999,35.27,35.27,383306
01/06/2020,35.209999,35.900002,34.27,35.439999,35.439999,385710
02/06/2020,35.560001,37.060001,35.279999,36.810001,36.810001,343483
03/06/2020,36.860001,38.18,35.880001,37.290001,37.290001,494253
04/06/2020,36.759998,37.619999,36.380001,37.41,37.41,307612
05/06/2020,37.330002,39.68,37.049999,39.549999,39.549999,396856
07/06/2020,39.41,40.439999,39.279999,40.360001,40.360001,1673562
08/06/2020,39.41,40.439999,37.959999,38.189999,38.189999,416639
09/06/2020,38.220001,39.099998,37.07,38.939999,38.939999,396033
10/06/2020,38.5,39.91,37.73,39.599998,39.599998,385868
11/06/2020,39.09,39.09,35.41,36.34,36.34,513912
12/06/2020,36.259998,36.990002,34.48,36.259998,36.259998,406508
14/06/2020,36.029999,36.119999,35.330002,35.5,35.5,843693
15/06/2020,36.029999,37.259998,34.360001,37.119999,37.119999,387546
16/06/2020,37.049999,39.060001,36.380001,38.380001,38.380001,366323
17/06/2020,37.93,38.75,37.209999,37.959999,37.959999,239516
18/06/2020,37.740002,38.970001,37.110001,38.84,38.84,113384
19/06/2020,38.849998,40.490002,38.400002,39.75,39.75,64113
