Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,38.040001,38.150002,37.869999,38.139999,36.511806,6565100
1/3/2020,38.48,39.09,38.459999,38.830002,37.172352,14000800
1/6/2020,39.68,40.080002,39.66,39.849998,38.148804,15091700
1/7/2020,39.360001,39.48,39,39.43,37.746738,12494200
1/8/2020,39.240002,39.299999,38.59,38.830002,37.172352,9335500
1/9/2020,38.75,38.959999,38.41,38.959999,37.296799,6646800
1/10/2020,38.98,39.029999,38.740002,38.740002,37.086193,5697800
1/13/2020,38.619999,38.860001,38.459999,38.799999,37.143631,6129100
1/14/2020,38.68,38.860001,38.580002,38.82,37.162777,5489600
1/15/2020,38.75,38.810001,38.610001,38.709999,37.057472,4835100
1/16/2020,38.98,39.07,38.810001,38.84,37.181923,5353800
1/17/2020,38.939999,38.939999,38.709999,38.77,37.11491,5811500
1/21/2020,38.5,38.509998,38.299999,38.32,36.68412,6999800
1/22/2020,38.130001,38.169998,37.709999,37.880001,36.262905,7873000
1/23/2020,37.779999,38.209999,37.700001,38.200001,36.569248,8189200
1/24/2020,38.150002,38.200001,38,38.130001,36.502235,6438900
1/27/2020,37.52,37.689999,37.32,37.439999,35.841686,7945800
1/28/2020,37.59,37.610001,37.380001,37.41,35.812969,8183300
1/29/2020,37.41,37.509998,37.130001,37.169998,35.583214,5587600
1/30/2020,36.830002,37.07,36.509998,37.029999,35.449192,10591400
1/31/2020,36.240002,36.279999,35.869999,36.130001,34.587616,12518800
2/3/2020,35.900002,35.98,35.07,35.23,33.726036,17247800
2/4/2020,36.91,36.950001,36.220001,36.5,34.941818,20783100
2/5/2020,37.470001,37.779999,37.349998,37.669998,36.061867,11978500
2/6/2020,37.25,37.279999,36.77,36.880001,35.305599,9641600
2/7/2020,36.330002,36.490002,36.279999,36.369999,34.817368,7769600
2/10/2020,36.18,36.279999,36.02,36.189999,34.64505,7835500
2/11/2020,36.669998,36.689999,36.41,36.549999,34.989685,6969600
2/12/2020,37.049999,37.220001,36.880001,37.169998,35.583214,9822000
2/13/2020,36.130001,36.330002,36.040001,36.18,35.232643,8125800
2/14/2020,36.130001,36.16,35.639999,36,35.057358,8804500
2/18/2020,35.75,36.16,35.720001,36.09,35.145,8514500
2/19/2020,35.990002,36.400002,35.919998,36.25,35.300808,9434700
2/20/2020,36.16,36.369999,35.91,35.98,35.03788,6518000
2/21/2020,35.630001,35.639999,35.209999,35.360001,34.434116,10693300
2/24/2020,33.939999,34.240002,33.860001,34.060001,33.168156,12423000
2/25/2020,34.049999,34.080002,32.779999,32.93,32.067741,13983300
2/26/2020,33.060001,33.400002,32.650002,32.68,31.824289,11302100
2/27/2020,31.93,32.52,31.450001,31.530001,30.704401,17596300
2/28/2020,30.059999,31.299999,29.709999,31.290001,30.470686,26032800
3/2/2020,31.549999,32.27,31.120001,32.23,31.386072,20401900
3/3/2020,32.5,32.900002,31.450001,31.92,31.084188,20721900
3/4/2020,32.599998,33.18,32.369999,33.139999,32.272243,16523100
3/5/2020,32.599998,32.75,32.200001,32.599998,31.746382,14383500
3/6/2020,31.42,31.780001,30.83,31.25,30.431732,16798600
3/9/2020,24.83,26.120001,24.200001,25.280001,24.618055,46759600
3/10/2020,27.129999,27.23,25.139999,26.790001,26.088516,25094000
3/11/2020,25.540001,25.790001,24.370001,24.66,24.014288,28811600
3/12/2020,22.26,22.280001,21.049999,21.57,21.005199,25202800
3/13/2020,22.57,22.610001,20.5,22.17,21.589489,21556500
3/16/2020,19.049999,19.82,18.6,18.84,18.346684,19486200
3/17/2020,18.57,19.15,17.5,18.84,18.346684,20337900
3/18/2020,17.530001,17.84,15.51,16.110001,15.688168,21048500
3/19/2020,16.15,17.82,15.77,17,16.554863,17597700
3/20/2020,18.24,18.280001,16.91,17.389999,16.93465,26443500
3/23/2020,17.99,18.65,17.33,18.190001,17.713703,32360200
3/24/2020,20.620001,22.6,20.32,22.120001,21.540798,32232000
3/25/2020,23.93,25.4,23.120001,24.290001,23.653978,37556700
3/26/2020,24.219999,25.35,23.709999,24.42,23.780573,47558400
3/27/2020,22.969999,23.02,22.08,22.35,21.764776,23224900
3/30/2020,23.26,24.209999,22.559999,23.92,23.293665,22853900
3/31/2020,24.98,25.84,24.02,24.389999,23.751358,21194600
4/1/2020,25.23,25.559999,24.110001,24.370001,23.731884,23461100
4/2/2020,25.969999,27.549999,25.059999,26.030001,25.348417,34967000
4/3/2020,25.459999,25.65,24.110001,24.719999,24.072718,18464300
4/6/2020,24.709999,25.190001,24.33,25.049999,24.394075,14911400
4/7/2020,25.26,25.940001,24.59,24.799999,24.150621,18976100
4/8/2020,24.700001,25.5,24.530001,25.389999,24.725174,13992300
4/9/2020,25.33,25.48,24.32,24.9,24.248005,25720100
4/13/2020,25.43,25.440001,24.559999,24.91,24.257742,10434000
4/14/2020,24.440001,24.809999,24.16,24.440001,23.800051,12335200
4/15/2020,23.32,23.370001,22.57,22.84,22.241945,23633000
4/16/2020,22.200001,22.309999,21.719999,21.85,21.277868,19866500
4/17/2020,22.549999,23.450001,22.469999,23.43,22.816496,14878100
4/20/2020,22.26,22.99,22.17,22.35,21.764776,18106000
4/21/2020,21.540001,22.18,21.280001,21.639999,21.073366,23740700
4/22/2020,22.98,23.440001,22.719999,23.33,22.719114,14894000
4/23/2020,23.43,23.889999,23.26,23.379999,22.767805,14592300
4/24/2020,23.59,23.82,23.040001,23.389999,22.777542,13170000
4/27/2020,23.139999,24.4,22.83,24.309999,23.673452,16002100
4/28/2020,23.969999,24.5,23.77,24.16,23.52738,11909000
4/29/2020,25.1,25.469999,25.02,25.43,24.764128,12443500
4/30/2020,24.24,24.299999,23.6,23.799999,23.176807,18535800
5/1/2020,22.92,23.209999,22.629999,22.83,22.232206,13474900
5/4/2020,22.68,23.360001,22.530001,23.25,22.641209,14212700
5/5/2020,24.42,24.73,23.799999,23.870001,23.244976,13556300
5/6/2020,24.15,24.209999,23.52,23.58,22.962568,11111900
5/7/2020,24.35,24.59,23.950001,24.059999,23.429998,10125600
5/8/2020,24.030001,24.059999,23.709999,24.030001,24.030001,8214800
