Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,68.919998,69.040001,68.440002,68.739998,63.656239,15457000
2019-11-27,68.760002,69.089996,68.410004,68.699997,63.619194,8393900
2019-11-29,68.330002,68.529999,68.000000,68.129997,63.091339,7980800
2019-12-02,68.500000,68.879997,68.370003,68.419998,63.359901,11116900
2019-12-03,68.000000,68.250000,67.519997,67.879997,62.859833,12245800
2019-12-04,68.250000,68.760002,68.139999,68.650002,63.572903,11049700
2019-12-05,68.889999,68.970001,68.209999,68.410004,63.350647,13109000
2019-12-06,68.760002,69.870003,68.760002,69.510002,64.369293,13710800
2019-12-09,69.080002,69.970001,69.019997,69.660004,64.508202,12397700
2019-12-10,69.660004,70.150002,68.699997,69.059998,63.952572,14281800
2019-12-11,68.739998,69.760002,68.669998,68.959999,63.859974,13748400
2019-12-12,68.959999,70.379997,68.900002,70.339996,65.137909,17068500
2019-12-13,70.480003,70.540001,69.120003,69.230003,64.110008,12274500
2019-12-16,69.699997,70.250000,69.699997,70.000000,64.823051,15208700
2019-12-17,69.980003,70.379997,69.309998,69.680000,64.526718,14450700
2019-12-18,69.629997,70.290001,69.279999,69.870003,64.702675,13652300
2019-12-19,69.989998,70.050003,69.239998,69.389999,64.258163,13273200
2019-12-20,69.860001,70.230003,69.389999,69.940002,64.767502,35092000
2019-12-23,69.860001,70.300003,69.529999,70.290001,65.091606,14172500
2019-12-24,70.349998,70.500000,69.910004,70.019997,64.841568,3979400
2019-12-26,70.190002,70.500000,70.010002,70.129997,64.943436,8840200
2019-12-27,70.199997,70.309998,69.879997,69.889999,64.721184,10516100
2019-12-30,70.089996,70.440002,69.400002,69.480003,64.341515,12689400
2019-12-31,69.019997,69.800003,69.010002,69.779999,64.619324,13151800
2020-01-02,70.239998,71.019997,70.239998,70.900002,65.656494,12456400
2020-01-03,71.339996,71.370003,70.160004,70.330002,65.128654,17386900
2020-01-06,70.320000,71.360001,70.230003,70.870003,65.628716,20081900
2020-01-07,70.500000,70.519997,69.510002,70.290001,65.091606,17387700
2020-01-08,70.110001,70.290001,69.169998,69.230003,64.110008,15137700
2020-01-09,69.139999,69.900002,68.629997,69.760002,64.600807,14811800
2020-01-10,69.930000,69.959999,69.120003,69.139999,64.026657,11995600
2020-01-13,69.199997,69.870003,69.110001,69.800003,64.637848,9953900
2020-01-14,69.379997,69.580002,68.889999,69.199997,64.082222,16261000
2020-01-15,69.199997,69.589996,68.889999,69.089996,63.980354,11390300
2020-01-16,69.300003,69.580002,68.800003,68.820000,63.730320,13340300
2020-01-17,68.750000,69.080002,68.290001,68.559998,63.489555,18144100
2020-01-21,68.379997,68.419998,67.510002,67.580002,62.582027,17982600
2020-01-22,67.559998,67.699997,67.000000,67.190002,62.220867,17033100
2020-01-23,66.709999,66.930000,66.050003,66.769997,61.831924,19605900
2020-01-24,66.540001,66.680000,66.040001,66.320000,61.415207,18238600
2020-01-27,65.419998,65.730003,64.699997,64.739998,59.952061,21231000
2020-01-28,65.110001,65.199997,64.629997,64.650002,59.868717,19664700
2020-01-29,65.029999,65.129997,63.900002,64.110001,59.368656,14202800
2020-01-30,63.779999,64.879997,63.430000,64.790001,59.998367,18544700
2020-01-31,63.200001,63.200001,61.860001,62.119999,57.525826,34282900
2020-02-03,61.380001,61.419998,60.369999,60.730000,56.238628,27397300
2020-02-04,61.450001,61.910000,59.889999,59.970001,55.534836,31922100
2020-02-05,60.750000,62.930000,60.599998,62.730000,58.090714,32099200
2020-02-06,62.930000,63.009998,61.779999,61.880001,57.303577,16055400
